"full_name","diameter","epoch_mjd","e","a","i","om","w","ma","n","moid"
"202683 (2006 US216)",,60200,0.5624,0.6371,3.44,193.26,56.41,202.10,1.938,0.0443
"205744 (2002 BK25)",,60200,0.7474,2.3,11.93,156.12,103.97,50.28,0.2826,0.046
"206378 (2003 RB)",0.376,60200,0.4391,1.788,6.72,317.14,44.05,122.15,0.4122,0.0443
"206910 (2004 NL8)",,60200,0.7154,2.575,5.02,150.93,278.08,206.72,0.2386,0.0211
"207398 (2006 AS2)",,60200,0.6416,2.09,2.59,125.67,79.97,279.43,0.3263,0.00958
"207945 (1991 JW)",0.423,60200,0.1186,1.039,8.71,53.85,301.95,79.92,0.9305,0.0208
"208023 (1999 AQ10)",,60200,0.2354,0.9339,6.50,326.98,300.55,316.30,1.092,0.00532
"208115 (2000 CT101)",,60200,0.3547,1.299,23.30,135.56,292.41,12.51,0.6655,0.0108
"212546 (2006 SV19)",,60200,0.5154,2.132,7.35,116.21,182.58,190.67,0.3166,0.0171
"214869 (2007 PA8)",,60200,0.6529,2.849,2.00,141.32,293.81,93.86,0.205,0.0302
"215588 (2003 HF2)",0.488,60200,0.6755,1.114,3.06,189.89,231.03,220.01,0.8383,0.00307
"216115 (2006 SU19)",,60200,0.5865,1.527,2.09,152.25,10.60,243.97,0.5224,0.0352
"216258 (2006 WH1)",,60200,0.4850,1.671,2.63,240.32,263.68,243.14,0.4561,0.0235
"216523 (2001 HY7)",,60200,0.4122,0.9137,5.21,205.05,211.32,358.58,1.129,0.035
"216985 (2000 QK130)",,60200,0.2619,1.181,4.72,173.82,66.35,50.83,0.7684,0.000252
"217430 (2005 SN25)",,60200,0.2705,1.23,13.01,168.30,45.18,192.18,0.7225,0.0288
"217628 Lugh (1990 HA)",1.4,60200,0.7112,2.528,4.44,177.78,316.14,62.39,0.2453,0.0337
"220839 (2004 VA)",,60200,0.5947,1.901,3.69,109.44,43.50,30.28,0.376,0.0233
"221455 (2006 BC10)",,60200,0.6579,2.015,0.93,21.26,233.98,4.98,0.3446,0.00634
"221980 (1996 EO)",0.432,60200,0.4008,1.342,21.59,356.47,64.69,319.83,0.6343,0.0338
"226514 (2003 UX34)",,60200,0.6160,1.095,2.56,4.32,218.55,257.14,0.8601,0.0151
"226554 (2003 WR21)",0.482,60200,0.2615,1.118,9.26,85.77,108.09,149.74,0.8334,0.0303
"228368 (2000 WK10)",,60200,0.7018,1.479,14.73,57.94,244.52,291.73,0.548,0.0225
"230111 (2001 BE10)",,60200,0.3692,0.8231,17.51,297.75,30.60,234.24,1.32,0.0404
"230549 (2003 BH)",0.217,60200,0.3561,1.456,13.11,119.77,313.39,294.31,0.5608,0.0274
"231937 (2001 FO32)",0.55,60200,0.8258,1.699,39.00,181.72,123.37,24.04,0.4449,0.00339
"232691 (2004 AR1)",,60200,0.4697,1.576,9.08,336.52,50.29,7.42,0.4982,0.0316
"234145 (2000 EW70)",0.344,60200,0.3212,0.9376,5.43,178.04,125.77,220.25,1.086,0.01
"235756 (2004 VC)",1.136,60200,0.2588,1.133,39.15,194.16,94.17,291.09,0.8168,0.0353
"242216 (2003 RN10)",,60200,0.5408,2.231,39.62,267.20,4.62,10.68,0.2957,0.0091
"242450 (2004 QY2)",2.914,60200,0.4772,1.084,37.03,295.28,104.97,245.37,0.8734,0.0472
"242643 (2005 NZ6)",1.989,60200,0.8651,1.834,8.42,38.80,48.95,78.77,0.397,0.00574
"242708 (2005 UK1)",,60200,0.6953,2.501,0.79,180.31,345.95,138.62,0.2492,0.011
"243566 (1995 SA)",0.881,60200,0.6424,2.464,19.77,169.95,53.33,154.16,0.2549,0.0339
"244977 (2004 BE68)",0.495,60200,0.4445,1.761,15.74,210.88,191.25,174.77,0.4218,0.0109
"247360 (2001 XU)",,60200,0.8368,2.574,19.07,261.02,286.03,85.94,0.2387,0.00538
"250620 (2005 GE59)",0.654,60200,0.6023,2.109,16.08,194.75,243.00,68.11,0.3218,0.0317
"250680 (2005 QC5)",0.398,60200,0.3645,0.893,9.45,48.05,108.72,317.61,1.168,0.0478
"250706 (2005 RR6)",0.535,60200,0.7007,2.958,6.93,27.30,59.92,180.82,0.1938,0.0341
"251346 (2007 SJ)",,60200,0.5329,2.015,8.18,306.76,175.25,133.19,0.3446,0.0424
"251722 (1997 US2)",,60200,0.6608,1.675,3.17,65.89,100.33,293.74,0.4546,0.00627
"252399 (2001 TX44)",0.291,60200,0.5460,0.8748,15.21,57.76,136.04,140.69,1.205,0.00884
"253841 (2003 YG118)",,60200,0.6452,2.284,8.04,347.76,233.07,216.24,0.2856,0.0112
"255071 (2005 UH6)",,60200,0.6326,1.001,2.64,19.30,200.23,20.03,0.984,0.0233
"260141 (2004 QT24)",,60200,0.2519,1.133,17.75,36.10,76.65,163.60,0.8175,0.00735
"263976 (2009 KD5)",0.785,60200,0.2615,1.046,13.47,104.50,294.34,18.48,0.921,0.0484
"264357 (2000 AZ93)",0.113,60200,0.3600,0.7469,8.59,277.33,8.15,60.29,1.527,0.0208
"264993 (2003 DX10)",,60200,0.4109,1.376,3.15,61.90,193.88,211.03,0.6109,0.045
"265196 (2004 BW58)",0.361,60200,0.3785,1.455,15.21,132.62,301.83,103.55,0.5617,0.0373
"265482 (2005 EE)",,60200,0.3278,1.129,6.17,110.78,284.74,245.66,0.822,0.0189
"267131 (2000 EK26)",,60200,0.6572,2.41,15.64,126.42,305.50,135.37,0.2634,0.00289
"267221 (2001 AD2)",0.562,60200,0.6598,1.04,1.64,210.54,111.95,223.66,0.9291,0.00834
"267337 (2001 VK5)",0.439,60200,0.5140,1.269,19.43,54.22,263.94,148.94,0.6895,0.00118
"267494 (2002 JB9)",,60200,0.7845,2.719,46.75,70.22,278.00,253.46,0.2199,0.0318
"267720 (2003 CA)",,60200,0.7197,1.379,21.15,126.17,234.81,302.35,0.6085,0.0486
"267729 (2003 FC5)",,60200,0.6086,1.917,5.83,188.76,271.26,276.25,0.3715,0.0327
"269690 (1996 RG3)",0.888,60200,0.6035,2.001,3.58,158.06,300.24,158.04,0.3481,0.00252
"275677 (2000 RS11)",,60200,0.3205,1.28,17.10,172.16,301.69,234.01,0.6805,0.00981
"276033 (2002 AJ129)",,60200,0.9150,1.37,15.45,138.03,211.03,199.72,0.6143,0.00543
"277475 (2005 WK4)",,60200,0.2374,1.011,9.84,138.12,74.11,55.25,0.9702,0.00346
"277570 (2005 YP180)",0.439,60200,0.6172,1.372,4.11,288.92,92.44,31.43,0.6131,0.0164
"279744 (1998 KM3)",,60200,0.6110,1.671,4.66,263.03,85.34,215.29,0.4563,0.00259
"279816 (2000 JE5)",,60200,0.4005,1.238,50.74,41.23,285.17,275.85,0.7153,0.0468
"281375 (2008 JV19)",,60200,0.2485,0.9856,7.23,141.96,310.60,348.07,1.007,0.0414
"285263 (1998 QE2)",,60200,0.5726,2.421,12.88,250.07,345.68,264.63,0.2616,0.0303
"286080 (2001 TX1)",,60200,0.4825,1.047,2.80,159.16,354.19,79.10,0.9195,0.0424
"289315 (2005 AN26)",,60200,0.6381,2.32,4.92,175.80,208.46,127.37,0.279,0.0387
"290772 (2005 VC)",,60200,0.5933,2.085,4.49,227.82,290.36,256.93,0.3273,0.0198
"292220 (2006 SU49)",,60200,0.3120,1.413,2.52,303.09,199.05,278.91,0.5871,0.000447
"294739 (2008 CM)",0.740,60200,0.4082,1.566,36.01,279.55,130.67,355.68,0.503,0.0428
"297274 (1996 SK)",1.199,60200,0.7903,2.445,1.97,195.52,286.32,10.49,0.2578,0.00629
"297300 (1998 SC15)",0.320,60200,0.4143,1.273,16.08,198.68,277.49,63.08,0.6862,0.00141
"297418 (2000 SP43)",0.407,60200,0.4669,0.8115,10.34,350.54,224.45,251.23,1.348,0.0191
"301844 (1990 UA)",0.4,60200,0.5260,1.642,0.93,104.27,202.59,260.20,0.4684,0.0122
"302169 (2001 TD45)",,60200,0.7775,0.7967,25.39,30.26,212.45,5.41,1.386,0.0273
"302831 (2003 FH)",,60200,0.5406,1.389,25.80,24.12,274.37,124.22,0.6021,0.0127
"303450 (2005 BY2)",0.187,60200,0.3307,1.269,7.29,74.44,130.29,324.69,0.6895,0.0413
"304330 (2006 SX217)",0.780,60200,0.3101,1.412,21.04,32.61,176.22,217.68,0.5876,0.0322
"306383 (1993 VD)",,60200,0.5515,0.8758,2.07,2.18,254.22,245.14,1.202,0.0173
"307005 (2001 XP1)",,60200,0.7525,2.891,39.21,268.06,246.32,135.18,0.2005,0.0169
"308242 (2005 GO21)",,60200,0.3400,0.7532,24.93,272.68,156.63,281.21,1.508,0.0445
"308635 (2005 YU55)",0.4,60200,0.4304,1.157,0.34,35.95,273.54,232.53,0.7921,0.000488
"310442 (2000 CH59)",,60200,0.4232,0.8627,3.26,213.60,109.57,314.31,1.23,0.023
"310560 (2001 QL142)",0.654,60200,0.4991,1.049,26.61,165.57,72.13,260.77,0.9168,0.0482
"311044 (2004 BB103)",,60200,0.6222,1.907,55.86,271.08,71.49,182.52,0.3742,0.0351
"311066 (2004 DC)",,60200,0.3995,1.634,19.45,74.92,156.26,107.52,0.4719,0.00947
"312070 (2007 TA19)",0.595,60200,0.5095,0.9539,22.63,181.19,58.04,113.33,1.058,0.0196
"314082 Dryope (2005 CZ36)",,60200,0.5755,2.237,16.16,116.69,139.45,154.41,0.2946,0.0179
"314212 (2005 NJ1)",,60200,0.6510,2.132,6.46,316.17,82.59,279.13,0.3166,0.0228
"317255 (2002 DJ5)",,60200,0.5676,1.401,6.43,347.90,296.15,283.48,0.5946,0.0398
"325395 (2009 CQ5)",,60200,0.0915,0.9327,18.68,278.66,118.22,110.12,1.094,0.0488
"326290 Akhenaten (1998 HE3)",,60200,0.4403,0.8789,3.38,53.44,309.35,186.79,1.196,0.00353
"329437 (2002 OA22)",,60200,0.2431,0.9355,6.89,174.05,318.63,259.98,1.089,0.0352
"329614 (2003 KU2)",,60200,0.6773,2.689,5.40,105.24,246.78,182.70,0.2235,0.0264
"330233 (2006 KV86)",,60200,0.3740,1.543,37.08,220.04,153.86,245.07,0.5141,0.00113
"331876 (2004 CL)",,60200,0.5363,1.285,13.31,109.40,274.66,212.57,0.6769,0.023
"332446 (2008 AF4)",,60200,0.4101,1.38,8.93,109.31,293.34,263.46,0.6079,0.00125
"333521 (2005 PO)",,60200,0.3733,1.252,12.51,300.49,249.53,65.11,0.7034,0.0182
"333578 (2006 KM103)",0.204,60200,0.3766,1.573,11.68,169.46,197.01,195.92,0.4994,0.0131
"337075 (1998 QC1)",,60200,0.5901,1.983,9.65,308.35,115.44,320.65,0.3529,0.017
"337558 (2001 SG262)",,60200,0.5829,1.962,4.82,359.04,100.24,332.29,0.3587,0.0299
"341843 (2008 EV5)",0.40,60200,0.0835,0.9584,7.44,93.36,235.04,5.09,1.051,0.0129
"342866 (2008 YU32)",,60200,0.5954,1.537,3.41,232.57,83.99,295.81,0.5171,0.0063
"344076 (1998 HJ3)",,60200,0.7462,1.986,6.56,223.56,94.21,356.59,0.3521,0.0111
"348306 (2005 AY28)",,60200,0.5702,0.8728,5.88,117.49,155.93,205.16,1.209,0.0358
"348314 (2005 BC)",,60200,0.2781,1.19,30.12,292.45,84.19,179.93,0.7595,0.0448
"348400 (2005 JF21)",,60200,0.5355,2.225,10.85,132.20,206.14,151.50,0.2969,0.0469
"349068 (2006 YT13)",0.496,60200,0.4259,1.323,38.24,116.70,105.45,305.88,0.6479,0.0379
"349507 (2008 QY)",,60200,0.5815,1.168,13.58,1.94,254.83,26.05,0.7813,0.0306
"350523 (2000 EA14)",,60200,0.2026,1.117,3.56,203.83,206.04,65.61,0.8349,0.0435
"350751 (2002 AW)",,60200,0.2567,1.072,0.57,161.80,119.38,46.84,0.8881,0.00488
"352102 (2007 AG12)",,60200,0.6566,2.09,41.97,305.41,68.22,224.51,0.3261,0.0482
"354182 (2002 DU3)",,60200,0.2382,1.145,8.70,0.68,245.54,140.75,0.804,0.0082
"356991 (1998 QA1)",,60200,0.5326,2.104,8.17,298.95,333.07,94.60,0.3229,0.00379
"357022 (1999 YG3)",0.432,60200,0.3296,1.285,34.51,293.26,250.25,47.77,0.6769,0.0406
"357024 (1999 YR14)",0.255,60200,0.4002,1.651,3.73,2.99,9.69,100.00,0.4645,0.007
"357028 (2000 EJ26)",,60200,0.6147,1.383,9.23,10.48,285.92,105.11,0.6062,0.00734
"357439 (2004 BL86)",,60200,0.4025,1.502,23.78,126.66,311.51,266.82,0.5353,0.00669
"357594 (2004 XL35)",,60200,0.2785,1.355,27.30,73.75,356.19,320.94,0.6245,0.00773
"357622 (2005 EY95)",,60200,0.5384,1.084,3.17,72.86,342.13,208.10,0.8736,0.04
"358471 (2007 NS4)",,60200,0.5972,1.875,5.78,10.97,47.55,59.73,0.384,0.0388
"358744 (2008 CR118)",,60200,0.5111,1.842,3.92,121.49,157.13,22.71,0.3943,0.0282
"359170 (2009 CN5)",,60200,0.4655,1.545,11.91,349.71,53.24,252.47,0.5132,0.0348
"359369 (2009 YG)",,60200,0.6976,2.148,3.39,138.83,67.54,112.53,0.3131,0.0127
"360191 (1988 TA)",0.4,60200,0.4786,1.54,2.53,194.65,105.28,123.09,0.5157,0.00577
"361754 (2007 YV29)",,60200,0.3569,1.373,21.88,59.30,321.87,316.79,0.6125,0.0473
"363024 (1998 OK1)",0.558,60200,0.4293,1.356,13.99,109.65,298.63,271.31,0.6242,0.0408
"363027 (1998 ST27)",0.578,60200,0.5299,0.8194,21.06,197.53,322.49,105.66,1.329,0.00984
"363067 (2000 CO101)",,60200,0.0901,1.076,15.32,353.04,64.93,132.26,0.8826,0.0222
"363084 (2000 RD53)",,60200,0.4279,1.787,9.28,175.95,192.81,219.36,0.4126,0.0243
"363116 (2001 GQ2)",,60200,0.5030,1.214,21.82,37.11,280.31,218.57,0.7365,0.00604
"363305 (2002 NV16)",,60200,0.2198,1.237,3.50,183.31,179.25,86.02,0.7162,0.0285
"363505 (2003 UC20)",1.876,60200,0.3370,0.7811,3.81,188.29,59.78,55.95,1.428,0.0353
"363599 (2004 FG11)",0.152,60200,0.7236,1.587,3.13,83.59,228.67,232.26,0.4931,0.0205
"363734 (2004 XN50)",,60200,0.7783,1.681,3.31,62.41,253.42,234.51,0.4522,0.00831
"363790 (2005 JE46)",,60200,0.5522,1.903,8.27,238.33,114.78,300.31,0.3753,0.0288
"363831 (2005 PY16)",0.371,60200,0.5252,1.976,6.42,159.32,193.52,185.52,0.3549,0.0424
"364136 (2006 CJ)",,60200,0.7548,0.6766,10.23,303.23,29.67,40.18,1.771,0.026
"365014 (2008 OX2)",,60200,0.6019,1.048,6.65,220.12,252.03,285.60,0.9193,0.0327
"365071 (2009 AV)",0.674,60200,0.0739,1.03,45.87,150.74,322.13,62.48,0.9433,0.0225
"365424 (2010 KX7)",0.212,60200,0.1708,0.9893,21.50,46.46,61.90,291.29,1.002,0.0316
"366746 (2004 LJ)",,60200,0.4614,1.087,18.28,246.69,256.11,64.07,0.8703,0.0284
"366774 (2004 TB18)",0.859,60200,0.4508,1.814,13.20,120.99,13.19,209.27,0.4033,0.0183
"367248 (2007 MK13)",0.386,60200,0.1398,1.025,19.88,95.08,259.95,165.19,0.9504,0.0339
"367789 (2011 AG5)",,60200,0.3886,1.424,3.69,135.62,54.01,104.17,0.58,0.000697
"368203 (2001 KO2)",,60200,0.6170,2.485,12.43,242.31,328.64,238.69,0.2516,0.00401
"368565 (2004 FE5)",,60200,0.6004,1.245,18.30,189.41,243.45,54.12,0.7093,0.0344
"369057 (2008 DK5)",,60200,0.6151,1.555,4.27,345.64,80.97,33.93,0.5085,0.00849
"369264 (2009 MS)",1.515,60200,0.5697,2.005,52.37,252.04,219.54,130.61,0.3471,0.0434
"371660 (2007 CN26)",0.230,60200,0.2691,1.293,7.58,159.28,135.67,323.39,0.6707,0.00229
"373135 (2011 SD173)",1.050,60200,0.4975,1.652,4.39,203.13,59.45,297.30,0.464,0.0024
"374038 (2004 HW)",,60200,0.6347,2.692,0.83,219.83,62.84,134.00,0.2232,0.0093
"374158 (2004 UL)",,60200,0.9267,1.266,23.86,39.46,149.69,42.37,0.6917,0.0176
"374851 (2006 VV2)",,60200,0.6054,2.386,23.73,9.81,145.07,173.24,0.2674,0.0087
"374855 (2006 VQ13)",,60200,0.4457,1.099,16.70,233.68,73.81,269.13,0.855,0.00821
"375054 (2007 PF6)",,60200,0.4166,1.298,25.60,316.35,251.25,13.21,0.6663,0.0318
"375103 (2007 TD71)",,60200,0.2797,1.286,49.75,49.58,220.74,37.93,0.6756,0.0319
"377097 (2002 WQ4)",,60200,0.5565,1.957,3.94,266.90,244.64,176.92,0.3599,0.0189
"377732 (2005 XJ8)",0.986,60200,0.6209,1.931,23.56,115.88,67.40,190.71,0.3673,0.0176
"378160 (2006 WX1)",,60200,0.3002,0.9165,11.64,327.96,290.93,225.27,1.123,0.03
"378358 (2007 LD)",,60200,0.4397,1.726,16.51,226.16,317.01,83.89,0.4348,0.0348
"380636 (2004 XN14)",,60200,0.2665,0.9313,10.74,120.83,115.73,186.96,1.097,0.00397
"380981 (2006 SU131)",,60200,0.3953,1.727,9.66,107.38,167.73,227.29,0.4344,0.0321
"381906 (2010 CL19)",0.520,60200,0.6456,1.543,7.31,243.78,76.83,65.32,0.5144,0.0112
"382395 (1990 SM)",,60200,0.7639,2.105,11.61,136.21,107.69,312.89,0.3226,0.0309
"382406 (1996 AJ1)",,60200,0.7814,1.31,2.54,90.94,238.34,218.21,0.657,0.00489
"382745 (2003 CC)",,60200,0.3270,1.5,2.32,136.32,103.16,10.80,0.5362,0.0358
"382758 (2003 GY)",,60200,0.3172,1.38,4.67,321.79,334.17,152.71,0.6082,0.023
"382825 (2003 XB22)",,60200,0.3935,1.405,29.95,108.76,118.29,218.27,0.5915,0.0136
"385186 (1994 AW1)",0.811,60200,0.0755,1.105,24.10,290.34,37.16,335.74,0.8485,0.0194
"385252 (2001 EB18)",,60200,0.1837,1.053,50.06,155.47,101.91,226.75,0.9122,0.029
"385343 (2002 LV)",1.359,60200,0.6053,2.315,29.53,132.15,224.25,348.47,0.2799,0.00729
"385605 (2005 EJ225)",,60200,0.5728,1.707,8.86,342.10,290.60,54.15,0.442,0.0169
"386454 (2008 XM)",0.367,60200,0.9091,1.222,5.44,240.60,27.40,9.28,0.7293,0.00467
"386847 (2010 LR33)",0.663,60200,0.4623,1.692,5.83,352.09,333.23,349.97,0.4479,0.0289
"387505 (1998 KN3)",1.060,60200,0.8735,1.542,2.29,313.29,71.19,42.94,0.5147,0.0183
"387668 (2002 SZ)",,60200,0.4333,1.297,22.89,346.85,276.56,116.04,0.667,0.00214
"387746 (2003 MH4)",0.366,60200,0.5134,1.965,3.89,259.69,323.24,144.69,0.3577,0.00304
"388188 (2006 DP14)",,60200,0.7763,1.365,11.78,317.13,59.31,29.76,0.6183,0.0168
"388945 (2008 TZ3)",,60200,0.3916,1.591,8.70,43.99,219.70,225.50,0.491,0.0157
"389694 (2011 QD48)",0.451,60200,0.4919,1.545,19.07,358.80,106.77,11.48,0.5131,0.0181
"390725 (2003 HB)",0.293,60200,0.3805,0.8497,18.11,70.36,306.76,203.95,1.258,0.0467
"390929 (2005 GP21)",,60200,0.2246,1.308,18.80,9.99,1.43,292.20,0.6586,0.0137
"391211 (2006 HZ51)",0.412,60200,0.4502,1.897,12.41,84.27,193.36,196.28,0.3773,0.0335
"395207 (2010 HQ80)",0.724,60200,0.4894,1.568,27.85,218.47,66.30,238.97,0.5021,0.00913
"398188 Agni (2010 LE15)",0.462,60200,0.2732,0.8645,13.25,134.18,328.61,352.02,1.226,0.0224
"399457 (2002 PD43)",,60200,0.9562,2.507,25.94,315.03,211.00,124.63,0.2482,0.0266
"399774 (2005 NB7)",,60200,0.5179,2.043,12.71,199.16,348.17,102.66,0.3374,0.0103
"401856 (2000 KW43)",,60200,0.4779,1.452,24.27,82.63,63.61,153.39,0.5631,0.0465
"401954 (2002 RW25)",,60200,0.2866,0.8247,1.35,91.97,72.15,223.93,1.316,0.0166
"403775 (2011 HS4)",,60200,0.6801,0.9383,5.46,117.49,314.28,313.65,1.084,0.00591
"405212 (2003 QC10)",,60200,0.7313,1.373,5.04,359.97,120.87,132.92,0.6125,0.00168
"405762 (2005 YO180)",,60200,0.4480,1.481,5.77,7.73,87.73,322.86,0.5469,0.0375
"406213 (2007 AB2)",,60200,0.5457,1.919,1.46,126.85,280.90,117.56,0.3707,0.0131
"408792 (2000 GF2)",,60200,0.3774,1.341,9.63,176.03,108.08,349.99,0.6349,0.011
"409836 (2006 QY110)",0.554,60200,0.5739,1.924,6.40,222.61,221.62,114.23,0.3692,0.0318
"410627 (2008 RG1)",,60200,0.4429,1.316,13.09,347.82,257.38,37.95,0.6528,0.0144
"410778 (2009 FG19)",1.457,60200,0.7192,2.912,54.51,187.51,120.41,298.07,0.1984,0.0252
"412983 (1996 FO3)",,60200,0.2899,1.442,5.81,333.55,162.81,337.00,0.5692,0.0403
"413260 (2003 TL4)",,60200,0.3814,0.7768,12.19,220.01,321.98,258.43,1.44,0.0253
"413577 (2005 UL5)",,60200,0.5698,0.9362,14.32,58.87,127.80,162.39,1.088,0.00582
"413989 (2007 EL88)",,60200,0.5218,1.12,30.84,198.45,116.16,262.92,0.832,0.0348
"414286 (2008 OC6)",0.369,60200,0.1992,0.9231,21.84,177.58,295.82,287.22,1.111,0.0303
"414287 (2008 OB9)",1.974,60200,0.7594,3.204,13.50,202.73,238.52,194.05,0.1719,0.012
"414990 (2011 EM51)",,60200,0.3351,1.321,1.86,134.16,142.24,25.94,0.6489,0.0129
"415029 (2011 UL21)",,60200,0.6534,2.122,34.88,275.33,284.95,282.71,0.3189,0.0171
"415713 (1998 XX2)",,60200,0.3676,0.7411,6.97,74.38,153.10,155.47,1.545,0.0162
"415745 (2000 GV147)",,60200,0.4564,1.747,10.56,68.65,216.10,23.52,0.4269,0.00271
"416195 (2002 TR190)",,60200,0.1599,1.077,26.92,24.21,104.79,178.72,0.882,0.00367
"416591 (2004 LC2)",,60200,0.7348,1.865,10.98,84.26,290.71,179.10,0.3869,0.0279
"416801 (2005 GC120)",0.906,60200,0.4974,1.193,16.54,67.93,258.31,330.80,0.7559,0.00539
"417211 (2005 XL80)",,60200,0.4871,1.727,10.90,53.31,143.75,249.47,0.4341,0.0431
"417217 (2005 YS)",,60200,0.5503,0.711,19.59,288.61,327.90,33.78,1.644,0.0307
"417419 (2006 KL21)",,60200,0.1273,1.199,9.35,117.20,214.22,341.68,0.7506,0.048
"417612 (2006 WQ29)",,60200,0.3939,1.601,8.07,111.98,136.60,280.15,0.4866,0.0199
"417634 (2006 XG1)",0.418,60200,0.5960,2.458,20.50,38.46,344.13,130.05,0.2558,0.0136
"417816 (2007 FA)",,60200,0.2657,1.25,16.33,156.41,135.43,210.16,0.7053,0.0281
"417871 (2007 MB24)",,60200,0.7000,1.876,47.70,271.12,269.14,135.48,0.3836,0.028
"417949 (2007 TB23)",,60200,0.1977,1.262,38.29,40.10,173.87,254.95,0.6952,0.00485
"418094 (2007 WV4)",0.890,60200,0.4409,1.486,38.34,249.87,297.65,192.92,0.5438,0.0184
"418135 (2008 AG33)",,60200,0.3367,1.459,16.01,38.29,155.54,292.83,0.5594,0.0172
"418416 (2008 LV16)",,60200,0.6256,2.089,4.71,236.48,121.98,354.74,0.3263,0.00648
"418849 (2008 WM64)",,60200,0.1064,1.006,33.52,91.43,256.76,335.20,0.977,0.034
"419472 (2010 DW1)",0.459,60200,0.2002,1.225,23.77,157.12,9.68,355.65,0.7269,0.0094
"419624 (2010 SO16)",0.357,60200,0.0754,1.004,14.52,40.35,109.21,170.54,0.9801,0.03
"419880 (2011 AH37)",0.982,60200,0.6721,2.548,9.66,102.06,322.36,59.73,0.2424,0.0358
"420210 (2011 HF)",,60200,0.2347,1.284,10.62,204.88,149.67,56.04,0.6778,0.0102
"422686 (2000 AC6)",0.176,60200,0.2864,0.8537,4.70,101.37,188.08,195.18,1.25,0.046
"422699 (2000 PD3)",0.619,60200,0.5921,1.998,7.70,298.66,110.18,31.75,0.349,0.0267
"422787 (2001 WS1)",,60200,0.6187,2.591,13.25,1.29,5.22,80.51,0.2364,0.0138
"423321 (2005 ED318)",0.202,60200,0.4493,1.851,2.39,82.05,164.23,99.15,0.3914,0.00908
"423709 (2006 BQ6)",,60200,0.4050,1.472,13.00,307.62,304.79,235.80,0.552,0.0099
"424482 (2008 DG5)",,60200,0.2425,1.255,5.71,244.01,59.71,246.65,0.7007,0.0183
"425755 (2011 CP4)",,60200,0.8702,0.9116,9.47,147.98,159.93,53.43,1.132,0.019
"428209 (2006 VC)",,60200,0.4918,1.942,12.25,87.53,19.22,61.62,0.3642,0.0185
"429094 (2009 SG2)",,60200,0.1702,1.121,25.98,9.08,252.96,355.62,0.8305,0.0342
"429584 (2011 EU29)",,60200,0.6999,2.503,2.58,177.15,251.20,75.99,0.2489,0.00322
"430440 (2000 OH)",,60200,0.5915,2.423,18.67,283.75,355.47,52.46,0.2614,0.0262
"430544 (2002 GM2)",,60200,0.8067,2.201,3.35,338.99,84.72,234.93,0.3018,0.0111
"430804 (2005 AD13)",,60200,0.7550,1.949,12.38,102.74,263.64,330.87,0.3621,0.0179
"433953 (1997 XR2)",0.259,60200,0.2008,1.076,7.19,250.66,84.64,98.41,0.8828,0.000598
"434096 (2002 GO5)",0.528,60200,0.7677,1.896,13.77,22.62,65.33,93.76,0.3776,0.0315
"434188 (2003 AD23)",,60200,0.7628,1.645,23.34,101.48,241.67,325.46,0.467,0.0323
"434196 (2003 HG2)",,60200,0.1346,1.062,19.78,214.24,225.37,345.45,0.9002,0.0402
"434326 (2004 JG6)",,60200,0.5312,0.6353,18.94,37.01,353.01,278.27,1.947,0.0403
"434633 (2005 WB1)",0.310,60200,0.3553,1.264,22.88,61.41,265.74,246.66,0.6936,0.0461
"434677 (2006 BZ7)",,60200,0.3665,1.49,68.42,262.95,188.78,244.34,0.5419,0.0383
"434734 (2006 FX)",,60200,0.4381,1.495,24.64,181.16,299.50,227.49,0.5393,0.00338
"435159 (2007 LQ19)",,60200,0.6299,2.605,17.06,110.84,207.67,306.52,0.2345,0.00695
"435548 (2008 QT3)",,60200,0.5284,2.012,7.25,271.91,160.95,58.05,0.3453,0.0122
"436329 (2010 GX62)",0.622,60200,0.6995,2.968,21.84,206.93,317.09,238.99,0.1928,0.0024
"436671 (2011 SV71)",2.159,60200,0.6103,2.627,13.42,80.60,190.49,330.47,0.2315,0.0137
"436724 (2011 UW158)",,60200,0.3762,1.621,4.57,285.97,8.80,343.05,0.4777,0.00241
"436774 (2012 KY3)",,60200,0.4863,1.232,21.39,21.52,87.25,150.50,0.7211,0.0248
"437841 (1998 HD14)",,60200,0.3126,0.9632,7.81,183.76,260.90,37.39,1.043,0.0348
"437844 (1999 MN)",,60200,0.6653,0.674,2.03,81.42,9.18,122.54,1.781,0.00597
"437905 (2001 XU30)",,60200,0.6647,2.197,8.92,72.05,107.10,227.09,0.3026,0.0031
"438105 (2005 GO22)",,60200,0.8233,1.914,1.56,61.76,19.08,4.21,0.3723,0.0187
"438661 (2008 EP6)",,60200,0.2933,1.209,17.72,303.24,130.31,295.24,0.7413,0.0485
"438908 (2009 XO)",,60200,0.5437,1.858,0.35,27.90,140.59,131.92,0.3891,0.00189
"438955 (2010 LN14)",,60200,0.4746,1.154,1.47,342.97,33.25,180.64,0.7953,0.018
"439313 (2012 VE82)",,60200,0.5439,2.11,9.93,110.41,186.46,244.01,0.3216,0.0498
"439437 (2013 NK4)",,60200,0.5499,1.023,6.52,33.74,50.59,211.88,0.9522,0.0149
"439877 (1999 XM141)",,60200,0.3693,1.236,21.62,72.98,105.80,50.92,0.7172,0.0344
